ID,URL,Status,Description_short,Description,Cost_estimate,Type,Manager
0010725,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010725,COMPLETED-CONSTRUCTION,Te - Jesters Creek Trail From I-75 To CR 1348/Morrow RD,"The project consists of the construction of the Jesters Creek Trail from I-75 to Morrow Road. Construction includes a 10-12 foot wide concrete multi-use trail with an elevated boardwalk and installation of a pedestrian bridge over Jesters Creek. The project also includes installation of benches, trash receptacles, reflective signage, trail striping, and landscaping.",875390.0,Enhancement,Mark Lawing
0010726,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010726,COMPLETED-CONSTRUCTION,Te - Austell Streetscapes @ 7 Locs - Phase II,"Replace existing light poles with new decorative ones at: 1. Jefferson St from Veterans Memorial Hwy to Jefferson St Connector 2. Love St from Jefferson St to Veterans Memorial Hwy 3. Mulberry St from Jefferson St to Veterans Memorial Hwy 4. Spring St from Jefferson St to Veterans Memorial Hwy Replace wooden poles & span wire supported signals, with new decorative mast arm supported signals. Traffic & pedestrian signals will be reinstalled at: 1. Veterans Memorial Hwy & Jefferson St 2. Veterans Memorial Hwy & Love St 3. Veterans Memorial Hwy & Mulberry St Paint existing mast arms & strain poles at: 1. Joe Jerkins Blvd & Powder Springs Rd 2. Joe Jerkins Blvd & Mulberry St 3. Jefferson St Conn & Jefferson St 4. Jefferson St Conn & Veterans Memorial Hwy",625505.0,Enhancement,Mark Lawing
0010731,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010731,COMPLETED-CONSTRUCTION,Te - CR 82/CS 755/Davis RD @ 1 Loc & CS 584,Davis Road & South Berry Street sidewalks; (1) Davis Road beginning at North Henry Blvd/SR42 / SR138/ US23 & ending at Creek Circle/ Clark Park; will construct a sidewalk along the south & west side of Davis Rd starting at Creek Circle at Clark Park & ending at Shields Rd (approx. 4000 feet). (2) Sidewalk will also be constructed along South Berry St. from 2nd St. to Railroad St. (approx. 550 feet). Both will be 6-feet wide.,666231.78,Enhancement,Mark Lawing
0010739,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010739,COMPLETED-CONSTRUCTION,SR 144 - Construction Of A Roundabout,"The project is located at the intersections of SR 144 at the I-95 SB & NB Ramps in Bryan County. Roundabouts will be installed at the intersections of SR 144 and the I-95 ramps. The shoulders for SR 144 will be 10¿-0¿ urban shoulders with curb, gutter and sidewalk from Longwood Drive to Laurel Street.",10464990.96,Safety,Sonja Thompson
0010768,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010768,COMPLETED-CONSTRUCTION,Ca - SR 400 @ CR 9284/Windward Pkwy,"The project proposes to add a dual lane exit to Windward Parkway from northbound SR 400. Two alternatives for the dual lane exit include adding an auxiliary lane from the on ramp at Old Milton Parkway to the off ramp at Windward Parkway, or adding a 500 foot long storage lane on SR 400 exiting to Windward Parkway. The SR 400 northbound off ramp to Windward Parkway will be widened to provide three 12-foot left turn lanes with shoulders. On Windward Parkway, westbound, an additional lane will be constructed to provide three 11-foot travel lanes with a 4-foot bicycle lane from the SR 400 northbound off ramp to Deerfield Parkway. Minor right of way will be required on Windward Parkway for the right turn lane at the commercial development.",7244974.38,Reconstruction/Rehabilitation,Travis S. McDonald
0010778,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010778,PRE-CONSTRUCTION,Rehab Hsn Parking Lot,,10000.0,Reconstruction/Rehabilitation,
0010814,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010814,PRE-CONSTRUCTION,I-85 Nb @ I-985 - Flyover Ramp,,66431500.0,New Construction,C. Andrew Hoenig
0010844,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010844,COMPLETED-CONSTRUCTION,I-20/SR 402 (Frontage RD) - RDwy Reconstr,"The proposed project will construct a new location roadway from Cadely rd to Ridge Rd. The proposed project will construct a two-lane frontage road between the above mentioned limits. The proposed typical section will consist of two, 12 foot lanes with 10 foot rural shoulders (4 foot paved). The project length is 2.44 miles.",13330557.72,New Construction,Eric Ryan Wilkinson
0010858,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010858,COMPLETED-CONSTRUCTION,SR 400 - Roadway Constr,- Widen the GA 400 southbound exit ramp to add a second right turn lane - Modify the concrete island at SR 140 westbound at Old Dogwood Road to convert a right turn only lane to a through-right lane - Extend the concrete island on the GA 400 southbound entrance ramp between the SR 140 left and right turning traffic,3955286.06,Reconstruction/Rehabilitation,Eka Okonmkpaeto
0010870,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010870,COMPLETED-CONSTRUCTION,SR 9 From Winthrope Park Dr To 0.05 NE Of Winthrope Chase Dr,"This is a Traffic Operational Improvement project to SR 9/Main Street intersection at CS 166301/Vaughn Drive from CS 940001/Winthrope Park Drive to approximately 250 feet northeast of the intersection with CS 437601/Winthrope Chase Drive, including the addition of a left turn onto CS 940001/Winthrope Park drive and the addition of a left turn onto CS 166301/Vaughn Drive. This project will built a five-lane on SR 9.",1077899.99,Reconstruction/Rehabilitation,Peter B. Emmanuel
0010874,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010874,PRE-CONSTRUCTION,Big Creek Pkwy From W Of SR 140 To E Of SR 140; Inc New Bridge,"The proposed project would construct a new location (Big Creek Parkway) roadway in conjunction with other improvements creating a roadway network that will tie into SR 140/Holcomb Bridge Road on both sides of US 19/SR 400 (via Warsaw Road and Holcomb Woods Parkway). The portion of Warsaw Road from south of SR 140/Holcomb Bridge Road to the proposed intersection with Big Creek Parkway would be upgraded to four travel lanes with a raised median and urban border areas. The intersection of Warsaw Road with SR 140/Holcomb Bridge Road will be enhanced to have dual, lengthened left lanes on the north, west and east sides.",79448300.0,New Construction,Achor Njoku
0010880,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010880,COMPLETED-CONSTRUCTION,SR 140 From SR 400 Nb Ramps To Old Alabama Road,"The proposed quick operational improvement project would consist of corridor improvements to optimize throughput along SR 140. This project proposes to widen the SR 400 northbound ramps to two lanes to tie into a dual right turn configuration at the ramp terminal, shift the two SR 140 eastbound through travel lanes to the south and signalize this ramp terminal with a two phase signal. The project will also extend the turn lane storage for SR 140 traffic turning left to the SR 400 southbound on-ramp using the existing concrete median. In summary, a a right turn lane will be added to the existing SR 400 northbound ramp 7A, extending the westbound left-turn lane to southbound SR 400, and install/modify the existing traffic signal at the northbound ramp terminus. The project will also reconfigure the existing pavement and median to remove the ¿trap¿ lane on the eastbound SR 140 approach to the Old Alabama Road intersection.",1271842.85,Reconstruction/Rehabilitation,George Curtis Baldwin Jr.
0010926,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010926,COMPLETED-CONSTRUCTION,US 84 Bu/SR 38 Bu - Intersection Improvements,"This project consist of improving the intersection on the east end of the Bainbridge Bypass to allow for its connectivity with US 84 and the re-alignment of US 84 BUS. This project will need a traffic signal. This project is located in Decatur County, on the east side of Bainbridge, GA. The design speed for SR 38BU/US 84BU is 35 mph and the design speed for SR 38/US 84 is 50 mph.",5213818.58,Safety,Sonja Thompson
0010936,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010936,COMPLETED-CONSTRUCTION,Te - 356/Dogwood Street From SR 125 To SR 76,"CR 356/Dogwood Street From SR 125 to SR 76: The project is located on Dogwood St beginning at the intersection of SR 125 and proceeds south to the SR 76 intersection within the city limits of Nashville, Berrien County, GA. The City proposes construction of 10,600 sq.ft. of concrete sidewalk 5¿ wide and 4¿ thick, 8400 LF of 8¿ wide bike lanes, 80 pedestrian lights, striping, signage, and ADA improvements. Total length of project is 5300 LF. The existing 5¿ concrete sidewalks will be removed and a new 5¿ sidewalk will be constructed along both sides of Dogwood St. Also, not 14¿ historically styled pedestrian lighting to match the lights in downtown will be installed. Furthermore, the project will transform existing parallel parking to bike lanes from Marion Ave to SR 76. All construction will comply with ADA. No ROW anticipated.",437500.0,Enhancement,Mark Lawing
0010939,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010939,COMPLETED-CONSTRUCTION,Ca - Intersection Improvements On SR 3/US 41 At SR 92,Cobb County partner with GDOT via PFA to make improvements to the intersection of US 41/SR 3/Cobb Parkway at SR 92/Dallas Acworth Highway. This is the intersection of 2 state routes in Cobb County with high traffic volumes and regional significance. The project plans to add a second northbound left turn lane on US 41/SR 3 and create a corresponding southbound receiving lane on SR 92/Dallas Acworth Highway. This project also includes a minor realignment of Acworth Dallas Road into SR 92 and providing a northbound left turn lane on SR 92 at the realigned Acworth Dallas Road intersection.,3216661.58,Safety,George Curtis Baldwin Jr.
0010941,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010941,COMPLETED-CONSTRUCTION,SR 154/SR 166 (Campbellton RD) - Intersection Improvements,"This project proposes to improve the operational efficiency of the intersection, by widening symmetrically to add left turn lanes on SR 154/166. The turn bays will be 250¿ long with 100¿ entry tapers. The existing traffic signal will be upgraded to accommodate the new lane configuration.",1936902.06,Reconstruction/Rehabilitation,Robert Reid
0010943,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010943,COMPLETED-CONSTRUCTION,SR 92 - Operation Improv,"This is a minor intersection improvement project for the intersection of SR 92 and CR 2043/South Fulton Pkwy in Fulton County. The project proposes to install a 300¿ right turn lane, a second left turn lane, and a 4¿ median by widening symmetrically on existing right of way. The proposed improvements will also increase the storage for left and right turning vehicles by 250 feet preventing queues from blocking the through travel lanes.  This project will increase the capacity of the intersection during the heaviest peak periods with minimal impact to right-of-way and roadway geometry.",1282597.31,Reconstruction/Rehabilitation,George Curtis Baldwin Jr.
0011372,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011372,COMPLETED-CONSTRUCTION,Westside Truck Route - Cnst,The proposed project will construct a truck route around the west side of Waynesboro in Burke County. The project begins at the intersection of SR 24/56 with Lover¿s Lane and proceeds along Lover¿s Lane for 0.2 miles and then continues on new location to the tie-in point with SR 121/US 25 intersection with Industrial Drive. A roundabout is proposed at the beginning of the project at the existing intersection of SR 24 with Lover¿s Lane and a bridge will constructed over Norfolk Southern Railroad. The roadway will be a two lane rural section.,10195087.19,New Construction,Eric Ryan Wilkinson
0011373,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011373,COMPLETED-CONSTRUCTION,US 221/SR 47 - Bridge Replacement,The project consists of the reconstruction of the interchange on I-20 at SR 47/US 221 in Columbia County. The existing 24¿ bridge will be replaced with a 65¿-5¿ bridge with 5¿6¿ wide sidewalks and a 4¿-0¿ median. The bridge will be striped for 2 lanes but is being constructed with a sufficient width to accommodate a future 4 lane section. Roundabouts will be constructed at the ramp terminals and Nature¿s Way will be shifted to the north to increase the limited access along SR 47.,12772571.190000001,Replacement,Eric Ryan Wilkinson
0011377,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011377,COMPLETED-CONSTRUCTION,SR 43 - Passing Lanes,This project proposes to construct both northbound and southbound passing lanes on SR 43 between MP 1.00 just north of Clark Hill Lake and MP 2.75 just north of Woodlawn Amity Road for a total length of 1.75 miles.,6090000.0,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011378,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011378,COMPLETED-CONSTRUCTION,"SR 17 - Mill, Inlay, Plmx Rsrf, Drainage Improv","This project will improve the storm sewer system along SR17/Main Street in Thomson, GA from Whiteoak Rd(Hwy 223) to Harrison Rd In addition, this project will also add a new shoulder consisting of new curb and gutter and 5' sidewalk.",3429450.0,Enhancement,Eric Ryan Wilkinson
0011379,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011379,PRE-CONSTRUCTION,Augusta Public Transit Operations & Maintenance - TIA,,7550000.0,Capital,Eric Ryan Wilkinson
0011381,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011381,COMPLETED-CONSTRUCTION,CR 486/Berckman Road @ Raes Creek - TIA,,3693361.0,Replacement,Eric Ryan Wilkinson
0011382,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011382,UNDER-CONSTRUCTION,SR 28/CR 2720/Broad St From SR 28 To Sand Bar Ferry RD - TIA,,36094022.0,Enhancement,Eric Ryan Wilkinson
0011384,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011384,COMPLETED-CONSTRUCTION,CR 2720/Broad Street @ Augusta Canal - TIA,,1320929.0,Reconstruction/Rehabilitation,George Brewer
0011386,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011386,COMPLETED-CONSTRUCTION,SR 28 From CR 2720/Broad Street To CR 2470/12Th Street - TIA,,8340739.77,Reconstruction/Rehabilitation,George Brewer
0011389,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011389,PRE-CONSTRUCTION,Greene Street From SR 4 To CR 480/East Boundary Street - TIA,,10330736.0,Enhancement,Eric Ryan Wilkinson
0011390,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011390,PRE-CONSTRUCTION,CR 200/Highland Ave @ CSX #279463W - TIA,,1598109.0,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011392,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011392,COMPLETED-CONSTRUCTION,Richmond County Its Master Plan Implementation - TIA,,5233243.86,New Construction,George Brewer
0011394,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011394,COMPLETED-CONSTRUCTION,CR 124/Marks Church RD From Wrightsboro To Wheeler RD - TIA,,7818646.88,Reconstruction/Rehabilitation,George Brewer
0011396,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011396,COMPLETED-CONSTRUCTION,CR 371/North Leg RD From Sibley RD To Wrightsboro RD - TIA,,3832757.0,Reconstruction/Rehabilitation,George Brewer
0011397,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011397,COMPLETED-CONSTRUCTION,CR 1516/Old Waynesboro Road @ Spirit Creek - TIA,,3079059.21,Replacement,George Brewer
0011400,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011400,COMPLETED-CONSTRUCTION,Richmond CO Emergency &Transit Vehicle Preemption System-TIA,,1455760.34,Capital,George Brewer
0011402,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011402,COMPLETED-CONSTRUCTION,SR 104 From SR 28 To River Shoals Pkwy - TIA,,624749.83,Reconstruction/Rehabilitation,George Brewer
0011406,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011406,COMPLETED-CONSTRUCTION,CR 1507/Walton Way From Bransford Road To Milledge Road - TIA,,4604560.640000001,Reconstruction/Rehabilitation,George Brewer
0011407,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011407,COMPLETED-CONSTRUCTION,CR 1507/Walton Way From Druid Park To Heard Ave - TIA,,2963884.89,Reconstruction/Rehabilitation,George Brewer
0011408,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011408,COMPLETED-CONSTRUCTION,SR 4 From SR 28 To CR 2207/Central Ave - TIA,,7456861.0,Enhancement,Eric Ryan Wilkinson
0011409,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011409,UNDER-CONSTRUCTION,Green St/Telfair St From 15Th St To East Boundary St - TIA,,19683219.0,Enhancement,Eric Ryan Wilkinson
0011413,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011413,COMPLETED-CONSTRUCTION,CR 486/Berckman RD From CR 601/CR 2379/Wheeler RD To SR 28-TIA,,19508319.9,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011414,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011414,COMPLETED-CONSTRUCTION,SR 223 (Robinson Ave) - Plmx Resurf & Widening,"This is a TIA project in the CSRA Region. The project consists of the widening of Robinson Road(SR223)in the City of Grovetown, Columbia County. The project begins near Wrightsboro Road(SR388)and extends toward Gordon Highway(SR10)for approximately 1.8 miles.",8651659.0,Reconstruction/Rehabilitation,George Brewer
0011415,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011415,UNDER-CONSTRUCTION,5Th Street From Laney Walker Blvd To Reynolds Street - TIA,,5418150.0,Enhancement,Eric Ryan Wilkinson
0011416,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011416,PRE-CONSTRUCTION,CR 2509/Walton Way @ Hawks Gully - TIA,,548856.0,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011417,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011417,COMPLETED-CONSTRUCTION,CR 627/Scotts Way @ Raes Creek - TIA,,1122404.21,Replacement,George Brewer
0011418,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011418,COMPLETED-CONSTRUCTION,CR 2694/5Th Street @ Savannah River - TIA,,10149610.0,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011419,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011419,COMPLETED-CONSTRUCTION,CR 2477/James Brown RD From Wrightsboro RD To Reynolds St-TIA,,6193980.0,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011420,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011420,COMPLETED-CONSTRUCTION,CR 2304/Druid Park Ave From Walton Way To Wrightsboro RD - TIA,,3498687.5,Reconstruction/Rehabilitation,George Brewer
0011421,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011421,UNDER-CONSTRUCTION,CR 2483/6Th St From Laney Walker Blvd To Reynolds St - TIA,,7143938.0,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011422,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011422,COMPLETED-CONSTRUCTION,CR 1499/15Th Street @ Augusta Canal - TIA,,1482737.12,Reconstruction/Rehabilitation,George Brewer
0011424,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011424,UNDER-CONSTRUCTION,SR 4 From CR 2664/Ra Dent Blvd To CR 2493/Reynolds St - TIA,,5560855.0,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011429,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011429,COMPLETED-CONSTRUCTION,US 27/SR 1 - Widening & Reconstruction,Project includes construction of a passing lane in the northbound direction on SR 1/ US 27 north of the SR 208 intersection. Passing lane begins on the north side of the bridge over Mulberry Creek and terminates just south of Thompson Drive near the City of Hamilton.,3149654.92,Reconstruction/Rehabilitation,Nona Guilford
0011430,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011430,COMPLETED-CONSTRUCTION,SR 103 - Widening & Recon,TIA project to widen SR 103 to include a northbound passing lane beginning at approximately milepost 11.8 and extending to the Troup County line.,4876433.59,Reconstruction/Rehabilitation,Nona Guilford
0011431,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011431,COMPLETED-CONSTRUCTION,SR 224 - Widening & Recon,Construct passing lanes at four (4) locations on SR 224 from SR 26 to Houston County Line.,6011251.38,Reconstruction/Rehabilitation,Nona Guilford
0011432,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011432,UNDER-CONSTRUCTION,CR 305/East Railroad St From Spaulding RD To Hamilton St-TIA,,191874.0,Reconstruction/Rehabilitation,William Lee Eastin
0011433,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011433,COMPLETED-CONSTRUCTION,Columbus River Walk Ext From River Walk To City Mills - TIA,,10002605.18,Enhancement,Kenneth Kacey T. Franks
0011434,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011434,UNDER-CONSTRUCTION,Cusseta RD (CR 62) - RDwy Improv,"This project will construct a new interchange at I-185 and Old Cusseta Rd in southern Muscogee County. Other improvements include the addition of a center turn along Cusseta/Old Cusseta Rd, a new roundabout at the intersection of Old Cusseta Rd and Cusseta Rd, a new signal on Old Cusseta Rd at the SB ramps, a new roundabout on Old Cusseta Rd at the NB ramps, and 5' and 10' sidewalks along the corridor. The I-185 bridge over Old Cusseta Rd will be widened to accommodate the SB entrance ramp. Farr Rd will be relocated to the east to accommodate the new roundabout and NB entrance ramp.",58269412.0,Reconstruction/Rehabilitation,Joe Gillis
0011435,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011435,PRE-CONSTRUCTION,Intercity Express Bus Park-N-Ride Service In Columbus - TIA,,22400000.0,Capital,Kenneth Kacey T. Franks
0011436,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011436,UNDER-CONSTRUCTION,CR 2226/Buena Vista RD From Mlk Jr Blvd To St Marys RD - TIA,"Project includes road realignment of an existing 5-leg intersection, the Buena Vista Road overpass of the Norfolk Southern Railroad Crossing and the reconstruction of the Buena Vista Road bridge over Bull Creek.",47000000.0,Reconstruction/Rehabilitation,William Lee Eastin
0011439,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011439,COMPLETED-CONSTRUCTION,District Line RD - Corridor Improvements,"Project consists of improvements to District Line Road from US 280/SR 30 to just south of SR 49. Improvements include an extension of District Line Road approximately 0.2 miles southward from Lamar Road to US 280, wider paved and graded shoulders and ditches. Intersection improvements at Middle River and Upper River Roads included, as well as a roundabout at the SR 27 intersection. The northern end of the project will tie into the roundabout at SR49.",10136488.59,Reconstruction/Rehabilitation,Nona Guilford
0011441,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011441,COMPLETED-CONSTRUCTION,Bickley RD (CR 84) - Bridge Repl,This is a TIA Band 2 Project in the River Valley Region. The project will construct a triple 10' X 6' culvert replacing a bridge on Bickley Road over a Tributary of Patsiligia Creek.,291662.0,Replacement,Nona Guilford
0011443,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011443,COMPLETED-CONSTRUCTION,Daisy-Nevils Hwy (CR 197) - Bridge Replacement,"This project will replace the existing Daisy Nevils HIghway roadway bridge over the Canoochee River. The proposed bridge will be approximately 350 feet in length. In ordre to minimize costs and expedite teh project, the proposed bridge will be constructed in the same location that the existing bridge spans the Canoochee River. An offsite detour will be utilized.",4641217.51,Replacement,George Brewer
0011580,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011580,COMPLETED-CONSTRUCTION,Altamaha School Road In Appling County - TIA,,891454.0,Maintenance,Brent A. Moseley
0011584,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011584,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.075 miles of plant mix leveling & resurfacing on Thomas Street from NW Park Ave to US 341 in the City of Baxley.,10986.0,Maintenance,Brent A. Moseley
0011600,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011600,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.107 miles of plant mix leveling & resurfacing on Foundry Street from Allen Street to End of Pavement in the City of Baxley.,13968.0,Maintenance,Brent A. Moseley
0011611,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011611,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.220 miles of plant mix leveling & resurfacing on Crowder Street from US 1 to Tollison Street in the City of Baxley.,31293.0,Maintenance,Brent A. Moseley
0011612,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011612,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.162 miles of plant mix leveling & resurfacing on Dogwood Drive from Azalea Drive to End of Pavement in the City of Baxley.,30857.0,Maintenance,Brent A. Moseley
0011613,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011613,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.127 miles of plant mix leveling & resurfacing on Lucerne Street from SR 15 to Clifton Road in the City of Baxley.,19659.0,Maintenance,Brent A. Moseley
0011614,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011614,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.323 miles of plant mix leveling & resurfacing on Magnolia Lane from Azalea Drive to End of Pavement in the City of Baxley.,56368.0,Maintenance,Brent A. Moseley
0011615,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011615,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.108 miles of plant mix leveling & resurfacing on Oak Street from US 341 to NE Park Street in the City of Baxley.,27195.0,Maintenance,Brent A. Moseley
0011616,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011616,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.385 miles of plant mix leveling & resurfacing on Penniman Street from Thomas Street to Phillips Street in the City of Baxley.,66754.0,Maintenance,Brent A. Moseley
0011617,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011617,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.345 miles of plant mix leveling & resurfacing on Second Street from Tollison Street to US 1 in the City of Baxley.,54600.0,Maintenance,Brent A. Moseley
0011618,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011618,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.374 miles of plant mix leveling & resurfacing on Hopps Street from Brobston Street to Allen Street in the City of Baxley.,62499.0,Maintenance,Brent A. Moseley
0011619,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011619,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.059 miles of plant mix leveling & resurfacing on Barnes Street from Thomas Street to Dean Street in the City of Baxley.,12297.0,Maintenance,Brent A. Moseley
0011620,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011620,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.067 miles of plant mix leveling & resurfacing on West Allen Street from US 1 to Brobston Street in the City of Baxley.,12398.75,Maintenance,Brent A. Moseley
0011621,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011621,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.033 miles of plant mix leveling & resurfacing on Washington Street from US 1 to Comas Street in the City of Baxley.,11689.0,Maintenance,Brent A. Moseley
0011622,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011622,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.108 miles of plant mix leveling & resurfacing on Dean Street from US 341 to Weaver Street in the City of Baxley.,21149.5,Maintenance,Brent A. Moseley
