ID,URL,County,Desc_short,Status,District,Cost_estimate,Desc_long,Manager,Type
0007898,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007898,Whitfield,I-75 From CR 665/Carbondale Road To SR 3,PRE-CONSTRUCTION,14,130548380.2,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007899,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007899,"Catoosa , Whitfield",I-75 From SR 3 To SR 151,PRE-CONSTRUCTION,14,71593743.6,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007904,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007904,Troup,I-85 Sb @ SR 109; Inc Ramp,PRE-CONSTRUCTION,3,12249025.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007910,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007910,Lowndes,SR 7 @ Oak St & @ Patterson St & @ Ashley St - Five Points,PRE-CONSTRUCTION,8,150000.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007930,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007930,"Gordon , Pickens",SR 53 From SR 61/Gordon To 0.5 MI E Of SR 136 Conn/Pickens,PRE-CONSTRUCTION,11,71877011.52,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007931,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007931,Pickens,SR 53 From 0.5 MI E Of SR 136 Conn To SR 515,PRE-CONSTRUCTION,11,50788128.84,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007932,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007932,Pickens,SR 53Bu From CR 75/Camp Road To SR 53/SR 108,PRE-CONSTRUCTION,11,33475145.38,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007933,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007933,Pickens,SR 53 From SR 108 To CR 294/Steve Tate Road,PRE-CONSTRUCTION,11,77254584.8,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007934,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007934,"Dawson , Pickens",SR 53 From CR 294/Steve Tate Road/Pickens To SR 183/Dawson,PRE-CONSTRUCTION,11,77798344.07,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007935,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007935,Pickens,SR 53 From SR 515 To SR 53Bu,PRE-CONSTRUCTION,11,29968011.97,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007937,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007937,Clarke,CR 477/Whitehall RD From Oconee CO Line To Old Lexington Hwy,PRE-CONSTRUCTION,10,40853697.61,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007938,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007938,Clarke,Barnett Shoals RD From Whitehall RD To Bob Godfrey RD,PRE-CONSTRUCTION,10,16326156.76,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007942,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007942,Oconee,SR 15/US 129  @ SR 24/US 441 Bypass ,PRE-CONSTRUCTION,10,500000.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0007944,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007944,Oconee,SR 15 Conn From SR 24 To CR 258/Colham Ferry Road,PRE-CONSTRUCTION,10,6525000.0,No description.,Albert V. Shelby III,New Construction
0007952,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0007952,Fulton,SR 154/Memorial Drive Corridor Improvements,PRE-CONSTRUCTION,5,2916718.75,"The proposed project will expand sidewalks on SR 154/Memorial Drive between Connally Street and Grant Street to connect missing, broken and/or damaged sidewalk portions and upgrade to ADA standards where required. Existing curb will remain where possible and a planting strip will be installed between the new sidewalks and the existing curb radius return. The scope of work at programming is subject to further analysis.",Tahirah Slaughter,Reconstruction/Rehabilitation
0008006,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008006,Oconee,SR 15 From CR 146/Antioch Church Road To SR 24Bu/US 129,PRE-CONSTRUCTION,10,96210102.22,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008007,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008007,"Greene , Oconee",SR 15 From Greensboro Bypass To CR 146/Antioch Church Road,PRE-CONSTRUCTION,10,110462241.5,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008008,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008008,Greene,Greensboro Bypass From CR 1/Lick Skillet RD To Beaver Dam Crk,PRE-CONSTRUCTION,10,20541350.0,No description.,Albert V. Shelby III,New Construction
0008009,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008009,Greene,SR 15 From CR 73/Pear Orchard Road To Greensboro Bypass,PRE-CONSTRUCTION,10,22993967.64,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008010,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008010,Greene,SR 15 Reloc From CR 73/Pear Orchard Road To SR 77,PRE-CONSTRUCTION,10,12507915.36,No description.,Albert V. Shelby III,New Construction
0008011,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008011,Greene,SR 77 From East Siloam Bypass To SR 15 Reloc,PRE-CONSTRUCTION,10,6098387.6,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008012,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008012,Greene,East Siloam Bypass From SR 77 To S Of I-20,PRE-CONSTRUCTION,10,3805250.0,No description.,Albert V. Shelby III,New Construction
0008013,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008013,Greene,SR 15 From White Plains Bypass To E Of CR 99/English School RD,PRE-CONSTRUCTION,10,19514113.16,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008014,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008014,"Greene , Hancock",West White Plains Byp From CR 11/Edwards RD To CR 87/Eley RD,PRE-CONSTRUCTION,10,21665840.0,No description.,Albert V. Shelby III,New Construction
0008015,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008015,Hancock,SR 15 From SR 22 To CR 11/Edwards Road,PRE-CONSTRUCTION,10,63330919.44,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008016,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008016,Hancock,East Sparta Bypass - Lane Reconstruction And Bridge Cnst,UNDER-CONSTRUCTION,10,25767002.34,"This project proposes to construct a 2 lane bypass on new location around the east side of the City of Sparta. SR 15 will be relocated on a new location alignment beginning just south of the Sparta city limits proceeding around the east side of Sparta in a northerly direction and will be grade separated over SR 16 and CSX Railroad with a proposed 4-span bridge. After bridging the railroad, the bypass will continue to the north and intersect with SR 15/SR 22 north of the Hancock County Middle-High School. The typical section will consist of 2-11Â¿ lanes and 10Â¿ shoulders of which 4Â¿ will be paved.",Eric Ryan Wilkinson,New Construction
0008017,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008017,"Hancock , Washington",SR 15 From West Warthen Bypass To East Sparta Bypass,PRE-CONSTRUCTION,12,122309498.5,"This project proposes to reconstruct the existing 2-lane roadway to a 4-lane typical section from the West Warthen Bypass to the East Sparta Bypass, in Hancock and Washington Counties. The proposed typical section utilizes a 32-ft depressed median for approximately 13.5 miles and a combination of a 4-ft and 14-ft flush median for roughly 1.5 miles. The total project length is approximately 15 miles. There are no major structures within the project limits.",Travis S. McDonald,Reconstruction/Rehabilitation
0008019,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008019,Washington,SR 15 From CR 67/Ridge Road To S Of CR 43/Mt Zion Road ,PRE-CONSTRUCTION,12,47630017.28,P.I. 0008019 is the widening from the existing 2 lanes to the proposed 4 lanes from approximately CR 67/Ridge Road to south of CR 43/Mt. Zion Road for a total project length of 4.93 miles. The project ties to the recently constructed TIA project P.I. 245090 SR 15 Bypass near CR 67/Ridge Road at the southern project limits and to P.I. 0008018 West Warthen Bypass at the northern project limits.,Travis S. McDonald,Reconstruction/Rehabilitation
0008020,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008020,"Johnson , Washington",SR 15 From Channell RD To Northwest Wrightsville Bypass - TIA,PRE-CONSTRUCTION,12,76894838.08,Widening the existing 2-lane SR 15 to a 4-lane highway from Channell Rd to NW Wrightsville Bypass,Jeramy Patrick Durrence,Reconstruction/Rehabilitation
0008021,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008021,Johnson,Northwest Wrightsville Bypass From SR 31 To SR 15,PRE-CONSTRUCTION,12,9856600.0,No description.,Albert V. Shelby III,New Construction
0008022,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008022,Johnson,SR 15 From S Of CR 14/Billy Smith RD To CR 177/Gallilee Ch RD,PRE-CONSTRUCTION,12,94779594.01,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008023,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008023,"Emanuel , Johnson",West Adrian Bypass From CR 14/Billy Smith RD To S Of Adrian,PRE-CONSTRUCTION,12,10251360.0,No description.,Albert V. Shelby III,New Construction
0008024,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008024,"Emanuel , Treutlen",SR 15 From S Of Adrian City Limits To CR 1/Pet Road,PRE-CONSTRUCTION,12,18700353.1,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008025,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008025,Treutlen,SR 15 From CR 94/Knox Mill Road To CR 1/Pet Road,PRE-CONSTRUCTION,12,49983129.4,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008026,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008026,Treutlen,East Soperton Bypass From CR 136/Rr Ave To CR 94/Knox Mill RD,PRE-CONSTRUCTION,12,21194640.0,No description.,Albert V. Shelby III,New Construction
0008027,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008027,Treutlen,SR 15 From CR 172/Montgomery Crossing To CR 136/Railroad Ave,PRE-CONSTRUCTION,12,37175546.84,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008028,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008028,"Montgomery , Treutlen",East Tarrytown Bypass From CR 30 To CR 172,PRE-CONSTRUCTION,12,9574757.0,No description.,Albert V. Shelby III,New Construction
0008029,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008029,Montgomery,SR 15 From CR 14/Wilson Road To CR 30/Dixie Lane,PRE-CONSTRUCTION,12,47559869.88,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008030,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008030,Montgomery,Northeast Higgston Bypass From W Of Toombs To CR 14/Wilson RD,PRE-CONSTRUCTION,12,9250000.0,No description.,Albert V. Shelby III,New Construction
0008031,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008031,"Montgomery , Toombs",South Vidalia Bypass From CR 245/Dixion Lake RD To SR 15/SR 30,PRE-CONSTRUCTION,12,13320000.0,No description.,Albert V. Shelby III,New Construction
0008032,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008032,Toombs,SR 15 From SR 4 To CR 245/Dixon,PRE-CONSTRUCTION,12,44106539.33,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008038,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008038,Glynn,SR 99 From SR 520/US 82 To SR 32,PRE-CONSTRUCTION,1,73594725.7,SR 99 from SR 520/US 82 to SR 32 Widening.,Bridget Deloris Thomas,Reconstruction/Rehabilitation
0008039,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008039,Glynn,SR 303 From SR 520/US 82 To SR 27/US 341,PRE-CONSTRUCTION,1,118353503.7,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008042,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008042,Decatur,SR 1/SR 38 From CR 393/Bethel Road To CR 208/Whigham Road,PRE-CONSTRUCTION,2,26800000.0,This project will improve the capacity and operations of the interchanges along SR1/SR38/US27 (South Bainbridge Bypass). Project will bring the grade separated road system up to current design standards. It includes reconstruction of multiple interchanges and bridge widenings for shoulders.Project will improve the capacity and operations of the interchanges to enhance mobility.,Cassius Octavius Edwards,Reconstruction/Rehabilitation
0008121,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008121,DeKalb,Ca - CR 7938/Rockbridge RD From Allgood RD To Roland RD,COMPLETED-CONSTRUCTION,4,4113959.13,Construct continuous ADA-complaint sidewalks along the south side of Rockbridge Road with adequate wheelchair ramps for safe roadway crossing and mobility. Bike lanes will be constructed on the south side of Rockbridge Road to improve pedestrian safety and to tie into the overall Rockbridge widening project (PI 0008401) which will then provide a full bike pathway along Rockbridge Road in both directions. Mortar rubble masonry gravity walls will be required to minimize impact to commercial properties and avoid impact to driveways and parking. Stormwater will be collected and treatment of the stormwater will require the use of ponds and swales/ditches. Placement of these BMPÂ¿s will be located to minimize property impacts where practicable.,Eka Okonmkpaeto,Reconstruction/Rehabilitation
0008280,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008280,Clarke,College Station RD From Research Dr To Barnett Shoals RD,PRE-CONSTRUCTION,10,361000.0,No description.,Albert V. Shelby III,Enhancement
0008288,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008288,DeKalb,US 278/SR 12 - Safety Improv,COMPLETED-CONSTRUCTION,4,2721218.91,This project includes installing raised medians & pedestrian hybrid beacons along SR 12 from DeKalb Medical Parkway to Cragstone Court. Pedestrian Hybrid Beacons will be located at SR 12 @ Hillvale Rd. and SR 12 @ Wellington Walk Place.,Chris Penuel,Safety
0008290,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008290,Pickens,SR 515 @ CR 203/Carns Mill Road,PRE-CONSTRUCTION,11,2553881.53,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008291,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008291,Long,SR 23/US 301 @ SR 38/US 84,PRE-CONSTRUCTION,1,1570000.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008314,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008314,Pickens,SR 136 - Realignment Improv,COMPLETED-CONSTRUCTION,11,24200264.57,This project includes replacing the existing tee intersection at SR 136 and SR 136 Connector with a roundabout. The intersection of SR 136 and Ellijay Road will be realigned on new location with a roundabout at the intersection. The shoulders on both sides of SR 136 throughout the project (except at the roundabouts) will be widened to a 10 ft. width with a 6.5 ft. paved width to accommodate bicyclists on a rural roadway. The intersection of SR 136 and Antioch Church Road and SR 136 at both legs of Priest Circle will be improved. SR 136/SR 515 Connector will retain four 12 ft. travel lanes and existing shoulder width.,Porshia Renee Hayden,Safety
0008336,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008336,Henry,SR 155 From SR 42/US 23 To CR 376/Racetrack Road,PRE-CONSTRUCTION,10,7644631.36,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008337,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008337,Henry,CR 376/Racetrack Road From SR 155 To SR 81,PRE-CONSTRUCTION,10,19183912.8,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008338,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008338,Henry,SR 81 From CR 371/Bethany Road To CR 440/North Ola Road,PRE-CONSTRUCTION,10,38200000.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008345,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008345,Columbia,I-20 From SR 388 To CR 573/Wheeler Road,PRE-CONSTRUCTION,12,66168851.35,This project will widen I-20 (SR 402) from four to six lanes from US 221/SR 47 to east of SR 383 at the I-20 interchange. The project will address the need for additional roadway capacity in the I-20 corridor. The project is proposed to be split into two phases with the first phase being from SR 388 to CR 573/Wheeler Road for a total length of 5.29 miles and the second phase being from US 221/SR 47 to SR 388 for total length of 6.83 miles. The project will also replace existing lane 2 (future lane 3) in the Eastbound and Westbound directions due to the existing condition of the subgrade and concrete.,Kathe Ahmed,Reconstruction/Rehabilitation
0008346,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008346,Columbia,SR 28 From South Carolina Line To Evans To Locks Road - TIA,UNDER-CONSTRUCTION,12,53620984.0,"TheÂ proposedÂ projectÂ willÂ widenÂ aÂ 3.8Â mileÂ sectionÂ ofÂ SRÂ 28Â inÂ ColumbiaÂ County,Â GeorgiaÂ fromÂ EvansÂ ToÂ  LocksÂ RoadÂ toÂ theÂ SouthÂ CarolinaÂ StateÂ Line.Â ItÂ isÂ proposedÂ toÂ widenÂ theÂ existingÂ twoÂ laneÂ sectionÂ toÂ aÂ fourÂ  laneÂ urbanÂ sectionÂ dividedÂ byÂ aÂ plantedÂ raisedÂ medianÂ withÂ medianÂ breaksÂ atÂ designatedÂ locations.Â TheÂ  projectÂ alsoÂ includesÂ theÂ additionÂ ofÂ sidewalksÂ andÂ bikeÂ lanes.Â TheÂ existingÂ rightÂ ofÂ wayÂ variesÂ fromÂ 90Â toÂ  160Â feet.Â Â AdditionalÂ rightÂ ofÂ wayÂ willÂ beÂ requiredÂ forÂ wideningÂ ofÂ theÂ existingÂ roadway,Â andÂ willÂ haveÂ aÂ  standardÂ widthÂ ofÂ 145Â feet,Â withÂ additionalÂ rightÂ ofÂ wayÂ asÂ required.",Eric Ryan Wilkinson,Reconstruction/Rehabilitation
0008348,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008348,Columbia,Wrightsboro Road From SR 388 To SR 383/Jimmie Dyess Pkwy,PRE-CONSTRUCTION,12,38100000.0,No description.,Kathe Ahmed,Reconstruction/Rehabilitation
0008349,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008349,Columbia,SR 232 From CR 238/Chamblin Road To CR 221/Old Belair Road,PRE-CONSTRUCTION,12,45205917.96,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008350,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008350,Columbia,SR 388 From I-20 To SR 232 - TIA,UNDER-CONSTRUCTION,12,41205690.0,"The proposed project will widen a 2.1 mile section of SR 388 in Columbia County, Georgia from SR 232/Columbia Road to I-20. It is proposed to widen the existing two lane rural section to a four lane urban section divided by a raised median with median breaks at designated locations. The project includes the addition of sidewalks and bike lanes. The preferred alternative will also convert the existing interchange at SR 388/I-20 to a Diverging Diamond Interchange (DDI).",Eric Ryan Wilkinson,Reconstruction/Rehabilitation
0008351,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008351,Columbia,SR 388 From CR 571/Wrightsboro Road To I-20 - TIA,UNDER-CONSTRUCTION,12,27671889.96,No description.,Eric Ryan Wilkinson,Reconstruction/Rehabilitation
0008353,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008353,"Columbia , Richmond",SR 232 From SR 104 To CR 579/Scott Nixon Memorial Drive,PRE-CONSTRUCTION,12,28452366.48,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008354,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008354,Richmond,SR 10/US 78 From SR 223 To SR 383,PRE-CONSTRUCTION,12,52479115.12,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008356,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008356,Richmond,SR 4/US 1 From CR 1503/Tobacco Road To CR 95/Meadowbrook Drive,PRE-CONSTRUCTION,12,55677467.18,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008357,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008357,Forsyth,SR 9 (Atlanta Hwy) - Widening & Recns,UNDER-CONSTRUCTION,7,80015194.29,"Project CSSTP-0008-00(357) is located in Forsyth County and includes the widening of SR 9/ Atlanta Highway from existing two lanes to four lanes with raised median and urban shoulders. Project begins just past the intersection with SR 371/Post Road/Mullinax Road, mile point 3.20, and ends 1,000 feet south of the intersection with SR 141/Bethelview Road, mile point 6.76, for a total length of 3.5 miles. The existing 5 barrel bridge culvert carrying SR 9 over Big Creek will be replaced with a bridge.",Eka Okonmkpaeto,Reconstruction/Rehabilitation
0008358,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008358,Chatham,I-516 @ CS 1503/Derenne Ave,PRE-CONSTRUCTION,1,92871939.67,This project is a new location divided median 4 lane project. It will begin at the east end of I-516 where it transitions to DeRenne Avenue (SR 204) and connect to Whitebluff Avenue at Savannah Technical College. The purpose is to reroute approx. 50% of the current DeRenne Traffic from the intersections with Whitebluff and Abercorn (SR 204) Streets . The project would also provide improved access to Hunter Army Airfield's Montgomery Street entrance with construction of an interchange and a limited access connection to I-516.,Samuel Xzavier Williams,New Construction
0008363,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008363,Randolph,CR 159/Benevolence RD @ CSX Railroad 11.5 MI NE Of Cuthbert,PRE-CONSTRUCTION,2,9513042.02,No description.,Albert V. Shelby III,Replacement
0008376,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008376,Muscogee,I-185 From CR 62/Old Cusseta Road To SR 22 Spur,PRE-CONSTRUCTION,2,14146000.0,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008378,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008378,Dawson,CR 252/Dawson Forest RD From Lumpkin Campground RD To SR 53,PRE-CONSTRUCTION,7,23147604.53,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008383,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008383,Dougherty,Signal System Upgrade @ 12 CS Locs - Phase III,PRE-CONSTRUCTION,2,2539000.0,1 CS 837/FLINT AVE @ MONROE 2 CS 837/FLINT AVE @ MADISON 3 CS 856/PINE AVE @ MONROE 4 CS 856/PINE AVE @ MADISON 5 CS 856/PINE AVE @ DAVIS 6 CS 698/BROAD AVE @ MONROE 7 CS 698/BROAD AVE @ MADISON 8 CS 698/BROAD AVE @ DAVIS 9 CS 751/HIGHLAND AVE @ MONROE 10 CS 751/HIGHLAND AVE @ MADISON 11 CS 751/HIGHLAND AVE @ DAVIS 12 CS 752/MERCER AVE @ MONROE,Albert V. Shelby III,Reconstruction/Rehabilitation
0008384,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008384,Dougherty,Signal System Upgrade @ 16 Locs - Phase IV,PRE-CONSTRUCTION,2,5232852.23,Signals System Upgrade 1)CS 837/Flint Ave @ Madison 2)CS 837/Flint Ave @ Monroe 3)CS 837/Flint Ave @ Jackson 4)CS 837/Flint Ave @ Washington 5)CS 856/Pine Ave @ Davis 6)CS 856/Pine Ave @ Madison 7)CS 856/Pine Ave @ Monroe 8)CS 856/Pine Ave @ Jackson 9)CS 856/Pine Ave @ Washington 10)SR 133/Broad Ave @ Davis 11)SR 133/Broad Ave @ Madison 12)SR 133/Broad Ave @ Monroe 13)SR 133/Broad Ave @ Jackson 14)SR 133/Broad Ave @ Washington 15)CS 133/Broad Ave @ Front 16)CS 751/Highland @ Jackson,Stanley Roberto Thelisma,Reconstruction/Rehabilitation
0008385,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008385,Dougherty,Signal System Upgrade @ 17 Locs - Phase V,PRE-CONSTRUCTION,2,3134000.0,1. CR 539/DAWSON RD @ BALDWIN DR 2. CR 539/DAWSON RD @ MAGNOLIA ST 3. CR 539/DAWSON RD @ MARKET CT 4. CR 539/DAWSON RD @ LULLWATER 5. CR 539/DAWSON RD @ WESTGATE 6. CR 539/DAWSON RD @ MEREDYTH DR 7. CR 539/DAWSON RD @ STUART AVE 8. CR 539/DAWSON RD @ WESTOVER BLVD 9. CR 539/DAWSON RD @ POINTE NORTH 10. CR 465/OLD DAWSON RD @ POINTE NORTH BLVD 11. CR 465/OLD DAWSON RD @ WESTOVER BLVD 12. CS 1363/WESTOVER BLVD @ MEREDYTH DR 13. CS 1363/WESTOVER BLVD @ REAR MALL EXIT 14. CS 1363/WESTOVER BLVD @ ARCHWOOD 15. CS 549/NOTTINGHAM WAY @ WESTOVER BLVD 16. CS 549/NOTTINGHAM WAY @ BYPASS {SR 520},Albert V. Shelby III,Reconstruction/Rehabilitation
0008386,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008386,Dougherty,Signal System Upgrade @ 9 CS Locs - Phase VI,PRE-CONSTRUCTION,2,1478000.0,1. CS 835/WASHINGTON ST @ SOCIETY AVE 2. CS 835/WASHINGTON ST @ THIRD AVE 3. CS 797/JACKSON ST @ SOCIETY AVE 4. CS 797/JACKSON ST @ THIRD AVE 5. CS 796/MONROE ST @ SOCIETY AVE 6. CS 796/MONROE ST @ SECOND AVE 7. CS 795/MADISON ST @ SECOND AVE 8. CS 795/MADISON ST @ THIRD AVE 9. CS 121/PALMYRA ST @ EIGHTH AVE,Albert V. Shelby III,Reconstruction/Rehabilitation
0008387,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008387,Peach,SR 96 From CR 107/Fire Tower Road To CR 83/Housers Mill Road,PRE-CONSTRUCTION,2,37500577.18,This project was originally programmed in 2006. The proposed widening is from Fire Tower Road to HouserÂ¿s Mill Road from 2 lanes to 4 lanes. The need for this proposed improvement project is supported by future anticipated capacity issues. The proposed project will also support efficient movement of freight through Peach County and to and from the interstate system.,Antoniette K Moseley,Reconstruction/Rehabilitation
0008390,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008390,Gordon,SR 53 From E Of Old Fairmount Hwy To E Of Tucker Hollow RD,PRE-CONSTRUCTION,11,10007452.6,No description.,Albert V. Shelby III,Reconstruction/Rehabilitation
0008411,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008411,Banks,CR 16/Wilson Bridge Road @ Hudson River,PRE-CONSTRUCTION,9,4303114.47,No description.,Albert V. Shelby III,Replacement
0008412,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0008412,Banks,CR 16/Harden Bridge Road @ Grove Creek,PRE-CONSTRUCTION,9,7532997.89,No description.,Albert V. Shelby III,Replacement
