ID,URL,County,Desc_short,Status
0016527,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016527,Meriwether,SR 362 @ Red Oak Creek 6 MI NE Of Greenville,PRE-CONSTRUCTION
0016528,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016528,Murray,SR 2/SR 61 @ Sumac Creek 1.6 MI N Of Crandall,PRE-CONSTRUCTION
0016531,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016531,Turner,CR 26/Bethel Road @ Hat Creek 6.7 MI SE Of Sycamore,PRE-CONSTRUCTION
0016564,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016564,Wayne,CR 31/Oglethorpe Road @ Little Goose Creek,PRE-CONSTRUCTION
0016565,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016565,Wayne,CR 31/Oglethorpe Road @ Little Goose Creek 9 MI NW Of Jesup,PRE-CONSTRUCTION
0016566,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016566,Camden,CS 140/Old Still Road @ Crooked River,PRE-CONSTRUCTION
0016567,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016567,Liberty,CR 171/Lewis Frasier Road @ Peacock Creek,PRE-CONSTRUCTION
0016568,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016568,Charlton,CR 95/Grace Chapel Road @ Spanish Creek,PRE-CONSTRUCTION
0016569,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016569,Mitchell,CR 288/Whigham Road @ Big Slough,PRE-CONSTRUCTION
0016570,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016570,Macon,CR 281/Cedar Creek Road @ Cedar Creek,PRE-CONSTRUCTION
0016571,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016571,Crisp,CR 4/Story Road @ North Branch Swift Creek Trib,PRE-CONSTRUCTION
0016572,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016572,Crisp,CR 11/Lower Pateville Road @ Swift Creek Trib,PRE-CONSTRUCTION
0016573,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016573,Sumter,CR 147/Murphy Mill Road @ Murphys Mill Pond,PRE-CONSTRUCTION
0016574,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016574,"Meriwether , Pike",CR 246/CR 412/Flat Shoals Road @ Flint River,PRE-CONSTRUCTION
0016576,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016576,Coweta,CR 261/Old Corinth Road @ Sandy Creek,PRE-CONSTRUCTION
0016577,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016577,Carroll,CR 824/W Hickory Level Road @ Little Tallapoosa River,PRE-CONSTRUCTION
0016578,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016578,Carroll,CR 824/W Hickory Level Road @ Little Tallapoosa River Trib,PRE-CONSTRUCTION
0016579,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016579,"Clayton , Fayette",CR 191/CR 363/Mcdonough Road @ Flint River,PRE-CONSTRUCTION
0016580,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016580,Fulton,CS 1323/Hopewell Road @ Chicken Creek,PRE-CONSTRUCTION
0016581,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016581,Fulton,CS 4/Birmingham Road @ Chicken Creek Trib,PRE-CONSTRUCTION
0016582,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016582,Fulton,CS 34/Freemanville Road @ Cooper Sandy Creek,PRE-CONSTRUCTION
0016583,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016583,Gwinnett,CR 243/Brooks Road @ Alcovy River,PRE-CONSTRUCTION
0016584,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016584,Thomas,CR 298/Coffee Road @ Aucilla River,PRE-CONSTRUCTION
0016585,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016585,Thomas,CR 305/Palmer Road @ Little Ochlocknee River Overflow,PRE-CONSTRUCTION
0016586,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016586,Thomas,CR 305/Palmer Road @ Little Ochlocknee River,PRE-CONSTRUCTION
0016587,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016587,Thomas,CR 360/Old US 84 @ CSX #636964L,PRE-CONSTRUCTION
0016588,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016588,Irwin,CR 181/Satilla Road @ Willacoochee River Overflow,PRE-CONSTRUCTION
0016589,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016589,Colquitt,CR 485/Tillman Road @ Indian Creek,PRE-CONSTRUCTION
0016590,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016590,Colquitt,CR 485/Tillman Road @ Bull Creek,PRE-CONSTRUCTION
0016591,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016591,Worth,Melton RD (CR 169) - Construction Of A Bridge,UNDER-CONSTRUCTION
0016592,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016592,White,CR 200/Town Creek Road @ Tesnatee Creek,PRE-CONSTRUCTION
0016593,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016593,Hancock,CR 118/Glen Ford Road @ CSX #279810R,PRE-CONSTRUCTION
0016594,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016594,Hancock,CR 123/Davis Road @ CSX #279813L,PRE-CONSTRUCTION
0016595,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016595,Wilkes,Big Cedar RD (CR 197) - Construction Of A Bridge,UNDER-CONSTRUCTION
0016596,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016596,Bartow,CS 963/Sugar Valley Road @ Nancy Creek,PRE-CONSTRUCTION
0016597,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016597,Cherokee,CR 372/Waters Road @ Mill Creek,PRE-CONSTRUCTION
0016598,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016598,Cherokee,CR 375/Vaughn Road @ Mill Creek,PRE-CONSTRUCTION
0016599,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016599,Fulton,CS 1472/Waters Road @ Long Indian Creek,PRE-CONSTRUCTION
0016600,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016600,Screven,CR 238/Buck Creek Road @ South Prong Buck Creek,PRE-CONSTRUCTION
0016601,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016601,Screven,CR 238/Buck Creek Road @ Buck Creek Trib,PRE-CONSTRUCTION
0016602,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016602,Candler,CR 223/Portal Highway @ Fifteen Mile Creek & @ Overflow,PRE-CONSTRUCTION
0016604,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016604,Bulloch,CR 9/Akins Pond Road @ Mill Creek,PRE-CONSTRUCTION
0016605,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016605,Fulton,CR 581/Bethsaida Road @ Morning Creek,PRE-CONSTRUCTION
0016606,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016606,Clayton,CR 392/Upper Riverdale Road @ Flint River,PRE-CONSTRUCTION
0016607,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016607,Walker,CR 219/Red Belt Road @ West Chickamauga Creek,PRE-CONSTRUCTION
0016608,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016608,Walker,CR 434/Lee Clarkson Road @ West Chickamauga Creek,PRE-CONSTRUCTION
0016610,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016610,Polk,CR 211/Everett Road @ Simpson Creek,PRE-CONSTRUCTION
0016611,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016611,Floyd,CR 924/Bells Ferry Road @ Woodward Creek,PRE-CONSTRUCTION
0016615,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016615,"Fulton , Gwinnett",SR 140 (Holcomb Bridge RD) - Inter Improv,UNDER-CONSTRUCTION
0016618,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016618,Bryan,Db - US 280 / SR 30 Widening And Interchange,UNDER-CONSTRUCTION
0016625,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016625,Laurens,SR 26/US 80 From CS 701/Franklin Street To Oconee River,PRE-CONSTRUCTION
0016627,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016627,Bartow,Ca - CR 635/New Hope Church RD,UNDER-CONSTRUCTION
0016628,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016628,Bartow,Ca - Grassdale Road From SR 293 To SR 3/SR 20,UNDER-CONSTRUCTION
0016629,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016629,Lumpkin,SR 9/SR 60 From SR 60Bu To N Of Yahoola Creek,UNDER-CONSTRUCTION
0016630,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016630,Walton,SR 11; Highland Ave & N Lumpkin St @ 3 Locs In Monroe,PRE-CONSTRUCTION
0016632,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016632,Bulloch,S & S Greenway - Phase III,PRE-CONSTRUCTION
0016633,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016633,Greene,N West St From Green St To SR 12 & SR 12 From N West St To SR 15,PRE-CONSTRUCTION
0016634,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016634,Bryan,SR 67; Strickland St Ext & Ash Branch RD @ 3 Loc In Pembroke,PRE-CONSTRUCTION
0016635,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016635,Glynn,SR 520 From Jekyll Island Guest Information Center To SR 25,PRE-CONSTRUCTION
0016636,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016636,Lowndes,SR 7/SR 122 From Union Road To Newsome Street In Hahira,PRE-CONSTRUCTION
0016637,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016637,Effingham,SR 21 Bu From Rabun St To Madison St & From 2Nd St To Stillwell,PRE-CONSTRUCTION
0016638,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016638,Walton,Ca - Cherokee RD From Spring Dr To Cannon Dr,UNDER-CONSTRUCTION
0016639,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016639,Walton,East Hightower Trail From Spring Street To Vine Circle,PRE-CONSTRUCTION
0016650,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016650,Bulloch,Arcola RD(CR 582) - Construction Of A Bridge,COMPLETED-CONSTRUCTION
0016794,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016794,Bleckley,Hendricks RD (CR 26) - Bridge Rplt,COMPLETED-CONSTRUCTION
0016800,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016800,All Counties,Railroad Crossings @ 13 Locs In District 5,PRE-CONSTRUCTION
0016818,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016818,"Greene , Oconee",SR 15 From N Of Boswell RD To S Of Antioch Church RD @ 2 Locs,PRE-CONSTRUCTION
0016824,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016824,Fulton,SR 154/SR 166 (Langford Pkwy) - Lighting Upg,COMPLETED-CONSTRUCTION
0016830,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016830,Chattooga,SR 1/US 27 From E Of Chattooga River To E Of Gore Subligna RD,PRE-CONSTRUCTION
0016840,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016840,Carroll,Bethesda Chruch RD (CR 35) - Construction Of A Bridge,COMPLETED-CONSTRUCTION
0016841,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016841,Carroll,Asbury RD (CS 784) - Bridge Rehab,COMPLETED-CONSTRUCTION
0016842,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016842,Pickens,Fairview RD (CR 85) - Bridge Rehab,COMPLETED-CONSTRUCTION
0016887,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016887,DeKalb,Various County RDs  - Off-System Safety Improv,COMPLETED-CONSTRUCTION
0016899,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016899,Peach,SR 49 @ I-75 In Byron,PRE-CONSTRUCTION
0016920,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016920,Clarke,SR 10 @ CR 993/West Hancock Ave,PRE-CONSTRUCTION
0016924,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016924,"Columbia , Richmond",I-20/SR 402 & I-520/SR - Nav Its Sys Installations,COMPLETED-CONSTRUCTION
0016926,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016926,"Harris , Muscogee , Troup",I-185/SR 411 - Its Expansion,UNDER-CONSTRUCTION
0016927,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016927,Clayton,SR 3/US 19 @ SR 138 Spur,PRE-CONSTRUCTION
0016928,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016928,Clayton,US 19 (Tara Blvd)/SR 3/SR 54 - Intersection Improv,COMPLETED-CONSTRUCTION
0016975,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016975,Forsyth,Pilgrim Mill Road From Holtzclaw Road To Tidwell Park,PRE-CONSTRUCTION
0016985,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016985,Glynn,"SR 25 - Widen & Recon,Construction Of A Bridge",UNDER-CONSTRUCTION
0017000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017000,Rabun,US 76/SR 2 - Slope Rehab,COMPLETED-CONSTRUCTION
0017038,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017038,Fannin,SR 5 - Major Widening,COMPLETED-CONSTRUCTION
0017040,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017040,Fannin,SR 5 From N Of SR 2 To S Of Pineview Lane - Phase III,PRE-CONSTRUCTION
0017062,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017062,Forsyth,SR 306 - Culvert Constr,COMPLETED-CONSTRUCTION
0017087,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017087,"Bulloch , Effingham , Evans , Screven",Various Locations - Rumble Strips,COMPLETED-CONSTRUCTION
0017088,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017088,Monroe,CR 34/Rumble Road @ NS #718345H,PRE-CONSTRUCTION
0017096,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017096,Gilmer,SR 282 @ SR 2/SR 5,PRE-CONSTRUCTION
0017100,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017100,All Counties,Various Locations - Cable Barriers Installation,UNDER-CONSTRUCTION
0017110,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017110,Gwinnett,I-85 @ Mcginnis Ferry Road - New Interchange - Phase II,PRE-CONSTRUCTION
0017113,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017113,Gwinnett,SR 141 Sb From SR 140 To CR 3958/Winters Chapel Road,PRE-CONSTRUCTION
0017114,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017114,Forsyth,SR 20 - Inter Improv,UNDER-CONSTRUCTION
0017115,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017115,Gwinnett,SR 140 - Intersection Improv,UNDER-CONSTRUCTION
0017116,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017116,Cobb,SR 120 @ CR 8228/Ernest Barrett Pkwy,PRE-CONSTRUCTION
0017121,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017121,Bibb,CR 742/Bass Road From Providence Blvd To New Forsyth Road,PRE-CONSTRUCTION
0017124,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017124,"Cobb , Fulton",I-285 From Atlanta RD To Northside Dr-Top End Express Lanes ,PRE-CONSTRUCTION
0017130,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017130,Fulton,I-285 Wb Aux Lane Ext From SR 9 To Riverside Dr; Inc Mt Vernon,UNDER-CONSTRUCTION
0017135,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017135,"DeKalb , Fulton",I-285 From Northside Dr To N Shallowford RD-Top End Express Ln,PRE-CONSTRUCTION
0017138,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017138,Muscogee,Military Drive From Infantry Road To Hampton Inn,PRE-CONSTRUCTION
0017139,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017139,Troup,SR 219 @ CR 419/Wares Cross Road/Cameron Mill Road,PRE-CONSTRUCTION
0017172,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017172,Atkinson,Cogdell Hwy (CR 206) - Construction Of A Bridge,COMPLETED-CONSTRUCTION
0017173,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017173,Atkinson,Cogdell Hwy(CR 245) - Construction Of A Bridge,COMPLETED-CONSTRUCTION
0017177,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017177,Monroe,SR 83/SR 42 (North Lee St) - Rr Safety Improv,UNDER-CONSTRUCTION
0017185,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017185,Oconee,SR 53 - Construction Of A Roundabout,UNDER-CONSTRUCTION
0017186,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017186,Oconee,SR 53 @ CR 99/Rays Church Road/CR 516/Malcolm Bridge Road,PRE-CONSTRUCTION
0017187,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017187,Fulton,SR 120 From North Point Pkwy To Kimball Bridge Road,PRE-CONSTRUCTION
0017189,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017189,Bulloch,Ca - Veterans Memorial Pkwy Conn From SR 63 Bypass,UNDER-CONSTRUCTION
0017221,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017221,"Bibb , Houston",SR 247 @ Echeconnee Creek & Overflow @ 3 Locs,PRE-CONSTRUCTION
0017222,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017222,Carroll,SR 113 @ Allen Creek & @ Bethel Creek,PRE-CONSTRUCTION
0017229,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017229,Wilkinson,SR 29/US 441 - Slope Repair,UNDER-CONSTRUCTION
0017236,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017236,Screven,SR 21Bu/SR 73 @ Orc #620102E In Sylvania,PRE-CONSTRUCTION
0017244,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017244,"Franklin , Hart",SR 17 From CR 170/Orchard Road To SR 327 - Phase II,PRE-CONSTRUCTION
0017246,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017246,Brooks,US 84/SR 38 - Pond Mitigation,COMPLETED-CONSTRUCTION
0017271,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017271,Chatham,I-95 @ SR 21,PRE-CONSTRUCTION
0017317,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017317,Wilkinson,SR 18 @ NS #732712X In Gordon,PRE-CONSTRUCTION
0017391,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017391,Peach,US 341/Oakland Heights Pkwy - Inter Improv,UNDER-CONSTRUCTION
0017392,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017392,Hall,SR 11Bu/SR 60 From CS 624/Academy St To CS 548/Glenwood Dr,PRE-CONSTRUCTION
0017394,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017394,Bibb,SR 74 From CR 5462/Oglesby Place To CR 741/Columbus RD - Vru,PRE-CONSTRUCTION
0017395,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017395,Bibb,SR 247/US 41 @ CR 5104/CR 5481/Anthony Road,PRE-CONSTRUCTION
0017396,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017396,Dougherty,SR 3/SR 300/US 19 @ CR 39/Nelms Road,PRE-CONSTRUCTION
0017397,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017397,Worth,SR 32 @ SR 300,PRE-CONSTRUCTION
0017398,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017398,Fulton,SR 92 @ CR 515/Jones Road & @ CR 485/Demooney Road,PRE-CONSTRUCTION
0017399,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017399,DeKalb,SR 410/US 78 @ CR 9476/Mountain Ind Blvd,PRE-CONSTRUCTION
0017401,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017401,Fulton,SR 42 @ CS 2199/United Ave & CS 2935/Skyhaven Road - Vru,PRE-CONSTRUCTION
0017402,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017402,Fulton,I-75 Nb Ramps @ CS 253/Moores Mill Road,PRE-CONSTRUCTION
0017403,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017403,Gwinnett,SR 20 - Addl Turn Lane,UNDER-CONSTRUCTION
0017404,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017404,Gwinnett,I-85 Nb Ramp @ CR 134/Hamilton Mill Road,PRE-CONSTRUCTION
0017405,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017405,Gwinnett,SR 124 @ Hamilton Mill RD & @ Hamilton Creek Pkwy,PRE-CONSTRUCTION
0017412,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017412,All Counties,Atlanta Regional Connected Vehicle Program - Fy 2025,PRE-CONSTRUCTION
0017414,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017414,Chatham,SR 26/US 80 @ Bull River,PRE-CONSTRUCTION
0017416,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017416,Chatham,SR 26/US 80 From E Of Bull River To W Of Lazaretto Creek,PRE-CONSTRUCTION
0017418,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017418,"Burke , Richmond",Old Waynesboro RD (CR 35) - Construction Of A Bridge,COMPLETED-CONSTRUCTION
0017419,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017419,Jasper,Bar Bridge RD (CR 283) - Bridge Rehab,COMPLETED-CONSTRUCTION
0017423,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017423,Wilkinson,Asbury Church RD(CR 185) - Bridge Rehab,COMPLETED-CONSTRUCTION
0017426,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017426,Bartow,Old Hall Station RD @ 2 CSX Locs & Griffin RD @ 1 CSX Loc,PRE-CONSTRUCTION
0017430,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017430,DeKalb,Ashford-Dunwoody RD - Minor Widening,UNDER-CONSTRUCTION
0017443,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017443,Glynn,SR 32/SR 99 From SR 99 To SR 27/US 25/US 341,PRE-CONSTRUCTION
0017444,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017444,Glynn,SR 99 From SR 27/US 25/US 341 To I-95,PRE-CONSTRUCTION
0017454,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017454,Newton,SR 12 From Turner Lake Road To SR 81 - Vru,PRE-CONSTRUCTION
0017462,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017462,Towns,US 76/SR 515/SR 2 - Trout Stream Restoration,UNDER-CONSTRUCTION
0017514,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017514,Cobb,CR 2089/Angham Road @ NS #719820N - Phase II,PRE-CONSTRUCTION
0017515,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017515,Chatham,I-16 @ SR 17 Conn,PRE-CONSTRUCTION
0017517,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017517,Baldwin,SR 24 & SR 29 From Holly Drive To N Of Melody Way,PRE-CONSTRUCTION
0017518,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017518,Columbia,I-20 From SR 47 To SR 388 - Phase II,PRE-CONSTRUCTION
0017521,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017521,Burke,CR 206/Hadden Pond Road @ Walnut Branch - TIA,PRE-CONSTRUCTION
0017522,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017522,Burke,Vogtle Pkwy From Seven Oaks Road To CR 59/River Road - TIA,PRE-CONSTRUCTION
0017523,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017523,Columbia,Old Berzelia Road @ Harlem-Grovetown Road - TIA,PRE-CONSTRUCTION
0017524,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017524,Columbia,CS 755/Whiskey Road From SR 388 To CS 672/Guy Drive - TIA,PRE-CONSTRUCTION
0017525,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017525,Columbia,Whiskey Road Ext From Guy Road To Butternut Road - TIA,PRE-CONSTRUCTION
